schuljahr,abschlussart,geschlecht,schulart,anzahl
2002/03,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2002/03,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2002/03,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2002/03,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2003/04,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,698
2003/04,ohne Hauptschulabschluss,weiblich,Gymnasien,18
2003/04,ohne Hauptschulabschluss,weiblich,Förderschulen,1024
2003/04,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2003/04,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2003/04,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2003/04,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2003/04,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2004/05,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,603
2004/05,ohne Hauptschulabschluss,weiblich,Gymnasien,26
2004/05,ohne Hauptschulabschluss,weiblich,Förderschulen,1020
2004/05,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2004/05,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2004/05,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2004/05,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2004/05,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2005/06,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,574
2005/06,ohne Hauptschulabschluss,weiblich,Gymnasien,25
2005/06,ohne Hauptschulabschluss,weiblich,Förderschulen,903
2005/06,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2005/06,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2005/06,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2005/06,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2005/06,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2006/07,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,455
2006/07,ohne Hauptschulabschluss,weiblich,Gymnasien,1
2006/07,ohne Hauptschulabschluss,weiblich,Förderschulen,909
2006/07,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2006/07,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2006/07,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2006/07,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2006/07,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2007/08,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,355
2007/08,ohne Hauptschulabschluss,weiblich,Gymnasien,7
2007/08,ohne Hauptschulabschluss,weiblich,Förderschulen,778
2007/08,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2007/08,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2007/08,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2007/08,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2007/08,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2008/09,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,314
2008/09,ohne Hauptschulabschluss,weiblich,Gymnasien,4
2008/09,ohne Hauptschulabschluss,weiblich,Förderschulen,727
2008/09,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2008/09,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2008/09,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2008/09,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2008/09,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2009/10,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2009/10,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,296
2009/10,ohne Hauptschulabschluss,weiblich,Gymnasien,-
2009/10,ohne Hauptschulabschluss,weiblich,Förderschulen,633
2009/10,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2009/10,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2009/10,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2009/10,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2009/10,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2010/11,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2010/11,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,274
2010/11,ohne Hauptschulabschluss,weiblich,Gymnasien,-
2010/11,ohne Hauptschulabschluss,weiblich,Förderschulen,589
2010/11,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2010/11,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2010/11,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2010/11,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2010/11,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2011/12,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2011/12,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,271
2011/12,ohne Hauptschulabschluss,weiblich,Gymnasien,1
2011/12,ohne Hauptschulabschluss,weiblich,Förderschulen,654
2011/12,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2011/12,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2011/12,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2011/12,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2011/12,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2012/13,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2012/13,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,291
2012/13,ohne Hauptschulabschluss,weiblich,Gymnasien,-
2012/13,ohne Hauptschulabschluss,weiblich,Förderschulen,741
2012/13,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2012/13,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2012/13,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2012/13,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2012/13,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2013/14,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2013/14,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,306
2013/14,ohne Hauptschulabschluss,weiblich,Gymnasien,1
2013/14,ohne Hauptschulabschluss,weiblich,Förderschulen,604
2013/14,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2013/14,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2013/14,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2013/14,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2013/14,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2014/15,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2014/15,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,349
2014/15,ohne Hauptschulabschluss,weiblich,Gymnasien,1
2014/15,ohne Hauptschulabschluss,weiblich,Förderschulen,591
2014/15,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2014/15,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2014/15,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2014/15,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2014/15,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2015/16,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2015/16,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,321
2015/16,ohne Hauptschulabschluss,weiblich,Gymnasien,1
2015/16,ohne Hauptschulabschluss,weiblich,Förderschulen,640
2015/16,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2015/16,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2015/16,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2015/16,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2015/16,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2016/17,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2016/17,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,362
2016/17,ohne Hauptschulabschluss,weiblich,Gymnasien,-
2016/17,ohne Hauptschulabschluss,weiblich,Förderschulen,623
2016/17,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2016/17,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2016/17,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2016/17,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2016/17,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2017/18,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2017/18,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,365
2017/18,ohne Hauptschulabschluss,weiblich,Gymnasien,-
2017/18,ohne Hauptschulabschluss,weiblich,Förderschulen,612
2017/18,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2017/18,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2017/18,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2017/18,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2017/18,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2018/19,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2018/19,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,384
2018/19,ohne Hauptschulabschluss,weiblich,Gymnasien,14
2018/19,ohne Hauptschulabschluss,weiblich,Förderschulen,635
2018/19,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2018/19,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2018/19,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2018/19,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2018/19,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2019/20,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2019/20,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,313
2019/20,ohne Hauptschulabschluss,weiblich,Gymnasien,25
2019/20,ohne Hauptschulabschluss,weiblich,Förderschulen,599
2019/20,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2019/20,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2019/20,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2019/20,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2019/20,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2020/21,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2020/21,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,351
2020/21,ohne Hauptschulabschluss,weiblich,Gymnasien,135
2020/21,ohne Hauptschulabschluss,weiblich,Förderschulen,656
2020/21,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,4
2020/21,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2020/21,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2020/21,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2020/21,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2021/22,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2021/22,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,402
2021/22,ohne Hauptschulabschluss,weiblich,Gymnasien,20
2021/22,ohne Hauptschulabschluss,weiblich,Förderschulen,656
2021/22,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2021/22,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2021/22,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2021/22,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2021/22,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2022/23,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2022/23,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,469
2022/23,ohne Hauptschulabschluss,weiblich,Gymnasien,17
2022/23,ohne Hauptschulabschluss,weiblich,Förderschulen,602
2022/23,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,7
2022/23,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2022/23,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2022/23,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2022/23,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2023/24,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2023/24,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,592
2023/24,ohne Hauptschulabschluss,weiblich,Gymnasien,11
2023/24,ohne Hauptschulabschluss,weiblich,Förderschulen,647
2023/24,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,6
2023/24,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2023/24,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2023/24,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2023/24,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2024/25,ohne Hauptschulabschluss,weiblich,Grundschulen,-
2024/25,ohne Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,610
2024/25,ohne Hauptschulabschluss,weiblich,Gymnasien,6
2024/25,ohne Hauptschulabschluss,weiblich,Förderschulen,665
2024/25,ohne Hauptschulabschluss,weiblich,Freie Waldorfschulen,3
2024/25,ohne Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2024/25,ohne Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2024/25,ohne Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,x
2024/25,ohne Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1994/95,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1994/95,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3143
1994/95,ohne Hauptschulabschluss,Insgesamt,Gymnasien,642
1994/95,ohne Hauptschulabschluss,Insgesamt,Förderschulen,2499
1994/95,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,2
1994/95,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1994/95,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1994/95,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1994/95,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1995/96,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1995/96,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3132
1995/96,ohne Hauptschulabschluss,Insgesamt,Gymnasien,204
1995/96,ohne Hauptschulabschluss,Insgesamt,Förderschulen,2636
1995/96,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,3
1995/96,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1995/96,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1995/96,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1995/96,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1996/97,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1996/97,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3018
1996/97,ohne Hauptschulabschluss,Insgesamt,Gymnasien,175
1996/97,ohne Hauptschulabschluss,Insgesamt,Förderschulen,2656
1996/97,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,7
1996/97,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1996/97,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1996/97,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1996/97,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1997/98,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1997/98,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3056
1997/98,ohne Hauptschulabschluss,Insgesamt,Gymnasien,58
1997/98,ohne Hauptschulabschluss,Insgesamt,Förderschulen,2967
1997/98,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,12
1997/98,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1997/98,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1997/98,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1997/98,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1998/99,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3904
1998/99,ohne Hauptschulabschluss,Insgesamt,Gymnasien,54
1998/99,ohne Hauptschulabschluss,Insgesamt,Förderschulen,3086
1998/99,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,8
1998/99,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1998/99,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1998/99,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1998/99,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1999/00,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
1999/00,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3847
1999/00,ohne Hauptschulabschluss,Insgesamt,Gymnasien,126
1999/00,ohne Hauptschulabschluss,Insgesamt,Förderschulen,3339
1999/00,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,17
1999/00,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1999/00,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1999/00,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
1999/00,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2000/01,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
2000/01,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,3582
2000/01,ohne Hauptschulabschluss,Insgesamt,Gymnasien,77
2000/01,ohne Hauptschulabschluss,Insgesamt,Förderschulen,3131
2000/01,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,11
2000/01,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
2000/01,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
2000/01,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
2000/01,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2001/02,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
2001/02,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,2814
2001/02,ohne Hauptschulabschluss,Insgesamt,Gymnasien,157
2001/02,ohne Hauptschulabschluss,Insgesamt,Förderschulen,2979
2001/02,ohne Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,1
2001/02,ohne Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
2001/02,ohne Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
2001/02,ohne Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,-
2001/02,ohne Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,ohne Hauptschulabschluss,Insgesamt,Grundschulen,-
2002/03,ohne Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,2687
2002/03,ohne Hauptschulabschluss,Insgesamt,Gymnasien,33
